id,action,branch,date
S2948,Accompanied S2946,Senate,2022-07-30T04:00:00.000Z
S2949,Referred to the committee on Municipalities and Regional Government,Senate,2022-06-21T15:16:10.503Z
S2949,House concurred,House,2022-06-23T13:52:54.327Z
S2949,Hearing scheduled for 07/08/2022 from 01:00 PM-05:00 PM in Written Testimony Only,Joint,2022-07-06T17:01:10.723Z
S2949,Bill reported favorably by committee and placed in the Orders of the Day for the next session,Senate,2022-07-14T15:25:08.953Z
S2949,Taken out of the Orders of the Day,Senate,2022-07-29T04:00:00.000Z
S2949,Read second and ordered to a third reading,Senate,2022-07-29T04:00:00.000Z
S2949,Accompanied S2946,Senate,2022-07-30T04:00:00.000Z
S295,Referred to the committee on Education,Senate,2021-03-29T15:26:19.180Z
S295,House concurred,House,2021-03-29T15:26:19.180Z
S295,Hearing scheduled for 07/06/2021 from 12:00 PM-05:00 PM in Virtual Hearing,Joint,2021-06-24T13:37:23.057Z
S295,"Accompanied a study order, see S2756",Senate,2022-03-14T15:09:27.340Z
S2950,Referred to the committee on Municipalities and Regional Government,Senate,2022-06-21T15:16:10.503Z
S2950,House concurred,House,2022-06-23T13:53:42.997Z
S2950,Hearing scheduled for 07/08/2022 from 01:00 PM-05:00 PM in Written Testimony Only,Joint,2022-07-06T17:01:11.003Z
S2950,Bill reported favorably by committee and placed in the Orders of the Day for the next session,Senate,2022-07-14T15:25:10.000Z
S2950,Taken out of the Orders of the Day,Senate,2022-07-29T04:00:00.000Z
S2950,Read second and ordered to a third reading,Senate,2022-07-29T04:00:00.000Z
S2950,Accompanied S2946,Senate,2022-07-30T04:00:00.000Z
S2951,"Text of S2926, printed as amended",Senate,2022-06-16T04:00:00.000Z
S2951,See H4807,Senate,2022-06-16T04:00:00.000Z
S2952,Referred to the committee on Public Service,Senate,2022-06-23T15:27:01.003Z
S2952,House concurred,House,2022-06-27T14:24:44.487Z
S2952,Hearing scheduled for 07/05/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-06-29T17:16:31.670Z
S2952,"Reporting date extended to Saturday December 31, 2022, pending concurrence",House,2022-07-21T15:17:47.797Z
S2952,Senate concurred,Senate,2022-07-28T04:00:00.000Z
S2953,Reported from the committee on Senate Ways and Means,Senate,2022-06-27T04:00:00.000Z
S2953,New draft of S32,Senate,2022-06-27T04:00:00.000Z
S2953,Read second,Senate,2022-06-30T04:00:00.000Z
S2953,Amendment #2 (Fattman) rejected,Senate,2022-06-30T16:47:10.023Z
S2953,Amendment #1 (Keenan) adopted,Senate,2022-06-30T16:48:06.650Z
S2953,Amendment #3 (Keenan) rejected,Senate,2022-06-30T16:48:24.150Z
S2953,Amendment #4 (Keenan) adopted,Senate,2022-06-30T16:49:09.447Z
S2953,Amendment #7 (Tarr) rejected,Senate,2022-06-30T16:54:18.633Z
S2953,Amendment #5 (Tarr) rejected,Senate,2022-06-30T16:56:07.740Z
S2953,Amendment #8 (Tarr) rejected,Senate,2022-06-30T16:58:06.943Z
S2953,Amendment #9 (Tarr) adopted,Senate,2022-06-30T16:59:09.273Z
S2953,Amendment #10 (Chang-Diaz) adopted,Senate,2022-06-30T17:01:21.113Z
S2953,Amendment #13 (Cyr) adopted,Senate,2022-06-30T17:04:00.707Z
S2953,Amendment #14 (Tarr) rejected,Senate,2022-06-30T17:04:16.113Z
S2953,Amendment #15 (Tarr) rejected,Senate,2022-06-30T17:04:29.083Z
S2953,Amendment #11 (Edwards) adopted,Senate,2022-06-30T17:12:23.097Z
S2953,Amendment #17 (Rodrigues) adopted,Senate,2022-06-30T17:12:23.097Z
S2953,"Substituted, as amended, for S32",Senate,2022-06-30T04:00:00.000Z
S2953,Ordered to a third reading,Senate,2022-06-30T04:00:00.000Z
S2953,Read third,Senate,2022-06-30T04:00:00.000Z
S2953,"Reprinted as amended, see S2984",Senate,2022-06-30T04:00:00.000Z
S2954,Order relative to subject matter adopted,Senate,2022-06-23T04:00:00.000Z
S2954,Reported from the committee on Senate Ways and Means,Senate,2022-06-27T04:00:00.000Z
S2954,Recommended new draft for S87,Senate,2022-06-27T04:00:00.000Z
S2954,Amendment #2 (Chang-Diaz) adopted,Senate,2022-06-30T16:33:13.920Z
S2954,Amendment #3 (Tarr) adopted,Senate,2022-06-30T16:34:41.310Z
S2954,Amendment #4 (Tarr) rejected,Senate,2022-06-30T16:36:01.230Z
S2954,"Substituted, as amended, for S87",Senate,2022-06-30T04:00:00.000Z
S2954,Ordered to a third reading,Senate,2022-06-30T04:00:00.000Z
S2954,Read third,Senate,2022-06-30T04:00:00.000Z
S2954,"Reprinted, as amended, see S2980",Senate,2022-06-30T04:00:00.000Z
S2955,Reported from the committee on Senate Ways and Means,Senate,2022-06-27T04:00:00.000Z
S2955,Recommended new draft for S1407,Senate,2022-06-27T04:00:00.000Z
S2955,Substituted for S1407,Senate,2022-06-30T04:00:00.000Z
S2955,Ordered to a third reading,Senate,2022-06-30T04:00:00.000Z
S2955,Read third and passed to be engrossed,Senate,2022-06-30T04:00:00.000Z
S2955,Read; and referred to the committee on House Ways and Means,House,2022-07-07T04:00:00.000Z
S2956,Reported from the committee on Senate Rules,Senate,2022-06-27T04:00:00.000Z
S2956,Recommended new draft for S930,Senate,2022-06-27T04:00:00.000Z
S2956,Amendment #1 (Rausch) rejected,Senate,2022-06-30T15:49:50.573Z
S2956,Amendment #2 (Brownsberger) adopted,Senate,2022-06-30T15:58:40.087Z
S2956,"Substituted, as amended, for S930",Senate,2022-06-30T04:00:00.000Z
S2956,Ordered to a third reading,Senate,2022-06-30T04:00:00.000Z
S2956,Read third,Senate,2022-06-30T04:00:00.000Z
S2956,"Reprinted as amended, see S2979",Senate,2022-06-30T04:00:00.000Z
S2957,Reported from the committee on Senate Ways and Means,Senate,2022-06-27T04:00:00.000Z
S2957,Recommended new draft for S1520,Senate,2022-06-27T04:00:00.000Z
S2957,Rules suspended,Senate,2022-06-27T04:00:00.000Z
S2957,Substituted as a new draft for S1520,Senate,2022-06-27T04:00:00.000Z
S2957,Ordered to a third reading,Senate,2022-06-27T04:00:00.000Z
S2957,Read third and passed to be engrossed,Senate,2022-06-27T04:00:00.000Z
S2957,Read; and referred to the committee on House Ways and Means,House,2022-06-28T04:00:00.000Z
S2958,Referred to the committee on Public Service,Senate,2022-06-27T15:11:54.537Z
S2958,House concurred,House,2022-06-28T19:11:01.533Z
S2958,Hearing scheduled for 07/05/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-06-29T17:16:32.840Z
S2958,"Reporting date extended to Saturday December 31, 2022, pending concurrence",House,2022-07-21T15:17:47.797Z
S2958,Senate concurred,Senate,2022-07-28T04:00:00.000Z
S2959,Referred to the committee on Municipalities and Regional Government,Senate,2022-06-27T15:11:54.537Z
S2959,House concurred,House,2022-06-28T19:11:03.050Z
S2959,Hearing scheduled for 07/08/2022 from 01:00 PM-05:00 PM in Written Testimony Only,Joint,2022-07-06T17:01:11.363Z
S2959,Bill reported favorably by committee and placed in the Orders of the Day for the next session,Senate,2022-07-14T15:25:07.733Z
S2959,Taken out of the Orders of the Day,Senate,2022-07-25T15:31:22.513Z
S2959,Read second,Senate,2022-07-25T04:00:00.000Z
S2959,"New draft (Pacheco) substituted, see S3053",Senate,2022-07-25T04:00:00.000Z
S296,Referred to the committee on Education,Senate,2021-03-29T15:26:19.180Z
S296,House concurred,House,2021-03-29T15:26:19.180Z
S296,Hearing scheduled for 06/11/2021 from 10:00 AM-04:00 PM in Virtual Hearing,Joint,2021-06-07T14:35:43.867Z
S296,"Accompanied a new draft, see S2727",Senate,2022-03-03T14:05:10.587Z
S2960,"Referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-06-06T15:32:00.370Z
S2960,Rules suspended,Senate,2022-06-09T15:16:12.890Z
S2960,Referred to the committee on Public Service,Senate,2022-06-09T15:16:12.890Z
S2960,House concurred,House,2022-06-27T15:12:35.257Z
S2960,"Accompanied a new draft, see S2965",Senate,2022-06-29T04:00:00.000Z
S2961,"Referred to the committee on Rules of the two branches, acting concurrently",Senate,2021-08-09T15:10:49.133Z
S2961,Rules suspended,Senate,2021-09-30T15:23:19.680Z
S2961,Referred to the committee on Public Service,Senate,2021-09-30T15:23:19.680Z
S2961,House concurred,House,2022-06-27T15:12:32.943Z
S2961,"Accompanied a new draft, see S2966",Senate,2022-06-29T04:00:00.000Z
S2962,Referred to the committee on Municipalities and Regional Government,Senate,2022-06-29T17:06:00.000Z
S2963,"Referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-04-19T15:10:49.807Z
S2963,Rules suspended,Senate,2022-05-24T14:38:47.827Z
S2963,Referred to the committee on State Administration and Regulatory Oversight,Senate,2022-05-24T14:38:47.827Z
S2963,House concurred,House,2022-07-18T19:49:01.700Z
S2963,Hearing scheduled for 07/20/2022 from 01:30 PM-02:30 PM in Virtual Hearing,Joint,2022-07-19T14:27:12.603Z
S2963,Bill reported favorably by committee,Senate,2022-07-21T14:29:29.573Z
S2963,"Read, rules suspended, read second and ordered to a third reading",Senate,2022-07-21T14:29:29.573Z
S2963,Taken out of the Orders of the Day,Senate,2022-07-28T19:31:26.703Z
S2963,Read third,Senate,2022-07-28T04:00:00.000Z
S2963,"New draft (Friedman) substituted, see S3062",Senate,2022-07-28T04:00:00.000Z
S2964,Reported from the committee on Transportation,Senate,2022-06-29T17:06:00.000Z
S2964,Accompanied by S2316,Senate,2022-06-29T17:06:00.000Z
S2964,"Order reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-06-29T17:06:00.000Z
S2964,Discharged to the committee on Senate Rules,Senate,2022-07-11T15:14:21.070Z
S2965,Reported from the committee on Public Service,Senate,2022-06-29T04:00:00.000Z
S2965,New draft of S2960,Senate,2022-06-29T04:00:00.000Z
S2965,Bill reported favorably by committee,Senate,2022-06-29T04:00:00.000Z
S2965,"Read, rules suspended, read second and ordered to a third reading",Senate,2022-06-29T04:00:00.000Z
S2965,Read third and passed to be engrossed,Senate,2022-07-21T14:40:19.633Z
S2965,"Read; and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-21T04:00:00.000Z
S2965,Committee reported that the matter be placed in the Orders of the Day for the next sitting,House,2022-07-25T15:28:10.483Z
S2965,Rules suspended,House,2022-07-25T04:00:00.000Z
S2965,Read second and ordered to a third reading,House,2022-07-25T15:34:47.513Z
S2965,Rules suspended,House,2022-07-28T04:00:00.000Z
S2965,Read third and passed to be engrossed,House,2022-07-28T04:00:00.000Z
S2965,Emergency preamble adopted,House,2022-07-28T17:59:59.033Z
S2965,Emergency preamble adopted,Senate,2022-07-28T19:23:03.437Z
S2965,Enacted,House,2022-07-28T04:00:00.000Z
S2965,Enacted and laid before the Governor,Senate,2022-07-28T21:03:52.053Z
S2965,"Signed by the Governor, Chapter 129 of the Acts of 2022",Senate,2022-08-02T04:00:00.000Z
S2966,Reported from the committee on Public Service,Senate,2022-06-29T04:00:00.000Z
S2966,New draft of S2961,Senate,2022-06-29T04:00:00.000Z
S2966,Bill reported favorably by committee,Senate,2022-06-29T04:00:00.000Z
S2966,"Read, rules suspended, read second and ordered to a third reading",Senate,2022-06-29T04:00:00.000Z
S2967,Reported from the committee on Public Safety and Homeland Security,Senate,2022-07-07T15:19:29.733Z
S2967,Accompanied by S1638,Senate,2022-07-07T15:19:29.733Z
S2967,"Order reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-07-07T15:19:29.733Z
S2967,Discharged to the committee on Senate Rules,Senate,2022-07-11T15:14:21.070Z
S2968,Reported from the committee on Public Safety and Homeland Security,Senate,2022-07-07T15:19:29.733Z
S2968,Accompanied by S1599,Senate,2022-07-07T15:19:29.733Z
S2968,"Order reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-07-07T15:19:29.733Z
S2968,Discharged to the committee on Senate Rules,Senate,2022-07-11T15:14:21.070Z
S2969,Reported from the committee on Public Safety and Homeland Security,Senate,2022-07-07T15:19:29.733Z
S2969,Accompanied by S1541 and S1578,Senate,2022-07-07T15:19:29.733Z
S2969,"Order reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-07-07T15:19:29.733Z
S2969,Discharged to the committee on Senate Rules,Senate,2022-07-11T15:14:21.070Z
S297,Referred to the committee on Education,Senate,2021-03-29T15:26:19.180Z
S297,House concurred,House,2021-03-29T15:26:19.180Z
S297,Hearing scheduled for 09/20/2021 from 11:00 AM-05:00 PM in Virtual Hearing,Joint,2021-09-13T13:44:16.040Z
S297,"Accompanied a study order, see S2756",Senate,2022-03-14T15:09:27.340Z
S2970,Reported from the committee on Public Safety and Homeland Security,Senate,2022-07-07T04:00:00.000Z
S2970,New draft of S1552,Senate,2022-07-07T04:00:00.000Z
S2970,Bill reported favorably by committee and referred to the committee on Senate Ways and Means,Senate,2022-07-07T15:19:29.733Z
S2971,Reported from the committee on Public Safety and Homeland Security,Senate,2022-07-07T04:00:00.000Z
S2971,"New draft of S1542, S1594, S1601, S2125, S2457, H2508 and H3821",Senate,2022-07-07T04:00:00.000Z
S2971,Bill reported favorably by committee and referred to the committee on Senate Ways and Means,Senate,2022-07-07T15:19:29.733Z
S2972,Referred to the committee on Municipalities and Regional Government,Senate,2022-06-30T15:14:57.130Z
S2972,House concurred,House,2022-07-05T15:50:52.073Z
S2972,Hearing scheduled for 07/08/2022 from 01:00 PM-05:00 PM in Written Testimony Only,Joint,2022-07-06T17:01:11.537Z
S2972,Bill reported favorably by committee and placed in the Orders of the Day for the next session,Senate,2022-07-14T15:25:06.797Z
S2973,Reported form the committee on Senate Ways and Means,Senate,2022-06-30T04:00:00.000Z
S2973,Recommended new draft for S2883,Senate,2022-06-30T04:00:00.000Z
S2973,Order relative to subject matter adopted,Senate,2022-06-30T04:00:00.000Z
S2973,Amendment #1 (Rausch) adopted,Senate,2022-07-07T20:14:06.973Z
S2973,Amendment #2 (Rausch) adopted,Senate,2022-07-07T20:15:24.270Z
S2973,Amendment #4 (Keenan) adopted,Senate,2022-07-07T20:19:19.660Z
S2973,Amendment #6 (Rausch) adopted,Senate,2022-07-07T20:21:53.613Z
S2973,Amendment #9 (Moran) adopted,Senate,2022-07-07T20:22:32.737Z
S2973,Amendment #10 (Timilty) rejected,Senate,2022-07-07T20:22:46.110Z
S2973,Amendment #12 (Moran) rejected,Senate,2022-07-07T20:24:12.767Z
S2973,Amendment #13 (Moran) adopted,Senate,2022-07-07T20:27:31.267Z
S2973,Amendment #14 (Moore) adopted,Senate,2022-07-07T20:29:12.220Z
S2973,Amendment #16 (Timilty) adopted,Senate,2022-07-07T20:31:19.220Z
S2973,Amendment #18 (Moran) adopted,Senate,2022-07-07T20:35:18.733Z
S2973,Amendment #20 (Moore) adopted,Senate,2022-07-07T20:46:42.450Z
S2973,Amendment #24 (Moore) adopted,Senate,2022-07-07T20:47:44.073Z
S2973,Amendment #27 (Gomez) adopted,Senate,2022-07-07T20:49:48.840Z
S2973,Amendment #30 (Gomez) adopted,Senate,2022-07-07T20:53:43.540Z
S2973,Amendment #28 (Gobi) adopted,Senate,2022-07-07T20:58:30.477Z
S2973,Amendment #32 (Tarr) rejected,Senate,2022-07-07T21:01:05.977Z
S2973,Amendment #34 (Tarr) adopted,Senate,2022-07-07T21:03:21.180Z
S2973,Amendment #35 (Tarr) rejected,Senate,2022-07-07T21:04:29.477Z
S2973,Amendment #36 (Chang-Diaz) rejected,Senate,2022-07-07T21:07:16.007Z
S2973,Amendment #38 (Chang-Diaz) rejected,Senate,2022-07-07T21:07:28.977Z
S2973,Amendment #39 (Tarr) rejected,Senate,2022-07-07T21:08:07.087Z
S2973,Amendment #41 (Tarr) rejected,Senate,2022-07-07T21:09:49.833Z
S2973,Amendment #43 (Tarr) rejected,Senate,2022-07-07T21:10:45.537Z
S2973,Amendment #46 (Tarr) adopted,Senate,2022-07-07T21:11:46.507Z
S2973,Amendment #42 (Comerford) adopted,Senate,2022-07-07T21:16:11.880Z
S2973,Amendment #47 (Feeney) rejected,Senate,2022-07-07T21:17:01.350Z
S2973,Amendment #48 (Feeney) rejected,Senate,2022-07-07T21:17:14.647Z
S2973,Amendment #15 (Tarr) rejected,Senate,2022-07-07T21:41:55.453Z
S2973,Amendment #33 (Tarr) adopted,Senate,2022-07-07T21:42:46.767Z
S2973,Amendment #40 (Rodrigues) adopted,Senate,2022-07-07T21:47:22.873Z
S2973,Amendment #37 (Chang-Diaz) laid aside,Senate,2022-07-07T22:19:52.083Z
S2973,"Substituted, as amended, for S2883",Senate,2022-07-07T04:00:00.000Z
S2973,Ordered to a third reading,Senate,2022-07-07T04:00:00.000Z
S2973,Read third,Senate,2022-07-07T04:00:00.000Z
S2973,"Reprinted, as amended, see S2997",Senate,2022-07-07T04:00:00.000Z
S2974,Reported from the committee on Financial Services,Senate,2022-06-30T15:15:07.113Z
S2974,Accompanied by S656,Senate,2022-06-30T15:15:07.113Z
S2974,"Order reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-06-30T15:15:07.113Z
S2974,Discharged to the committee on Senate Rules,Senate,2022-07-11T15:14:21.070Z
S2975,Reported from the committee on State Administration and Regulatory Oversight,Senate,2022-06-30T15:15:16.770Z
S2975,Accompanied by S2546,Senate,2022-06-30T15:15:16.770Z
S2975,"Order reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-06-30T15:15:16.770Z
S2975,Discharged to the committee on Senate Rules,Senate,2022-07-11T15:14:21.070Z
S2976,Reported from the committee on The Judiciary,Senate,2022-07-05T15:18:19.300Z
S2976,"Accompanied by S368, S920, S932, S937, S945, S989, S1014, S1048, S1051, S1112, S2378, S2810 and S2868",Senate,2022-07-05T15:18:19.300Z
S2976,"Order reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-07-05T15:18:19.300Z
S2976,Discharged to the committee on Senate Rules,Senate,2022-07-11T15:14:21.070Z
S2977,"Reported from the committee on Mental Health, Substance Use and Recovery",Senate,2022-07-05T15:18:19.300Z
S2977,Accompanied by S1303,Senate,2022-07-05T15:18:19.300Z
S2977,"Order reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-07-05T15:18:19.300Z
S2977,Discharged to the committee on Senate Rules,Senate,2022-07-11T15:14:21.070Z
S2978,Recommended new draft (Tarr) for S42,Senate,2022-07-05T04:00:00.000Z
S2978,Substituted for S42,Senate,2022-07-05T04:00:00.000Z
S2978,Passed to be engrossed,Senate,2022-07-05T04:00:00.000Z
S2978,"Read; and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-06T04:00:00.000Z
S2979,"Text of S2956, printed as amended",Senate,2022-06-30T04:00:00.000Z
S2979,Passed to be engrossed -see Roll Call #191 (Yeas 39 to Nays 0),Senate,2022-06-30T04:00:00.000Z
S2979,Read; and referred to the committee on House Ways and Means,House,2022-07-06T04:00:00.000Z
S298,Referred to the committee on Education,Senate,2021-03-29T15:26:19.180Z
S298,House concurred,House,2021-03-29T15:26:19.180Z
S298,Hearing scheduled for 05/20/2021 from 12:00 PM-05:00 PM in Virtual Hearing,Joint,2021-05-17T15:25:48.830Z
S298,Bill reported favorably by committee and referred to the committee on Senate Ways and Means,Senate,2021-07-29T16:35:25.277Z
S298,Accompanied S2532,Senate,2021-09-20T04:00:00.000Z
S2980,"Text of S2954, printed as amended",Senate,2022-06-30T04:00:00.000Z
S2980,Passed to be engrossed,Senate,2022-06-30T04:00:00.000Z
S2980,Read; and referred to the committee on House Ways and Means,House,2022-07-07T04:00:00.000Z
S2981,Reported from the committee on Transportation,Senate,2022-07-05T15:18:19.300Z
S2981,Accompanied by S2255 and S2256,Senate,2022-07-05T15:18:19.300Z
S2981,"Order reported favorably by committee and referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-07-05T15:18:19.300Z
S2981,Discharged to the committee on Senate Rules,Senate,2022-07-11T15:14:21.070Z
S2982,Reported from the committee on Senate Ways and Means,Senate,2022-07-05T15:17:31.380Z
S2982,Reported on a part of S27,Senate,2022-07-05T15:17:31.380Z
S2982,Committee recommended ought to pass,Senate,2022-07-05T15:17:31.380Z
S2982,"Read, rules suspended, read second",Senate,2022-07-05T04:00:00.000Z
S2982,Amendment #1 (Tarr) rejected,Senate,2022-07-05T15:58:22.633Z
S2982,Amendment #2 (Friedman) adopted,Senate,2022-07-05T16:03:26.837Z
S2982,Amendment #3 (Jehlen) adopted,Senate,2022-07-05T16:05:16.540Z
S2982,Ordered to a third reading,Senate,2022-07-05T15:18:19.300Z
S2982,Read third,Senate,2022-07-05T15:18:19.300Z
S2982,"Reprinted, as amended, see S2985",Senate,2022-07-05T04:00:00.000Z
S2983,Referred to the committee on Municipalities and Regional Government,Senate,2022-07-05T15:18:19.300Z
S2983,House concurred,House,2022-07-06T14:41:25.040Z
S2983,Hearing scheduled for 07/20/2022 from 09:00 AM-05:00 PM in Written Testimony Only,Joint,2022-07-15T01:35:04.783Z
S2983,Bill reported favorably by committee and placed in the Orders of the Day for the next session,Senate,2022-07-26T17:18:48.343Z
S2984,"Text of S2953, printed as amended",Senate,2022-06-30T04:00:00.000Z
S2984,Passed to be engrossed -see Roll Call #192 (Yeas 39 to Nays 0),Senate,2022-06-30T04:00:00.000Z
S2984,Read; and referred to the committee on House Ways and Means,House,2022-07-06T04:00:00.000Z
S2985,"Text of S2982, printed as amended",Senate,2022-07-05T04:00:00.000Z
S2985,Passed to be engrossed,Senate,2022-07-05T04:00:00.000Z
S2985,Read; and referred to the committee on House Ways and Means,House,2022-07-05T04:00:00.000Z
S2985,"Committee recommended ought to pass with an amendment and referred to the committee on House Steering, Policy and Scheduling",House,2022-07-07T15:33:52.557Z
S2985,Committee reported that the matter be placed in the Orders of the Day for the next sitting with the amendment (H4989) pending,House,2022-07-07T04:00:00.000Z
S2985,Rules suspended,House,2022-07-07T04:00:00.000Z
S2985,"Read second, amended (as recommended by the committee on House Ways and Means)",House,2022-07-07T04:00:00.000Z
S2985,Ordered to a third reading,House,2022-07-07T04:00:00.000Z
S2985,"Order adopted, see H4990",House,2022-07-07T04:00:00.000Z
S2985,Rules suspended,House,2022-07-07T04:00:00.000Z
S2985,Read third,House,2022-07-07T04:00:00.000Z
S2985,Passed to be engrossed,House,2022-07-07T04:00:00.000Z
S2985,Rules suspended,Senate,2022-07-14T19:59:04.653Z
S2985,"Senate concurred in the House amendment with a further amendment, see S3007",Senate,2022-07-14T04:00:00.000Z
S2985,Referred to the committee on Bills in the Third Reading,House,2022-07-14T04:00:00.000Z
S2985,Rules suspended,House,2022-07-14T04:00:00.000Z
S2985,House concurred in the Senate further amendment,House,2022-07-14T04:00:00.000Z
S2985,Emergency preamble adopted,House,2022-07-14T22:16:02.623Z
S2985,Emergency preamble adopted,Senate,2022-07-14T22:19:25.620Z
S2985,Enacted,House,2022-07-14T04:00:00.000Z
S2985,Enacted and laid before the Governor,Senate,2022-07-14T22:26:21.493Z
S2985,"Signed by the Governor, Chapter 107 of the Acts of 2022",Executive,2022-07-16T04:00:00.000Z
S2985,"Signed by the Governor, Chapter 107 of the Acts of 2022",Senate,2022-07-19T13:49:51.113Z
S2986,"Referred to the committee on Rules of the two branches, acting concurrently",Senate,2022-07-07T15:19:29.733Z
S2986,Committee recommended ought to be adopted,Senate,2022-07-21T04:00:00.000Z
S2986,Rules suspended,Senate,2022-07-21T04:00:00.000Z
S2986,Adopted,Senate,2022-07-21T04:00:00.000Z
S2986,Rules suspended,House,2022-07-25T04:00:00.000Z
S2986,Amendment adopted,House,2022-07-25T04:00:00.000Z
S2986,"Adopted, in concurrence",House,2022-07-25T04:00:00.000Z
S2986,Rules suspended,Senate,2022-07-25T15:22:03.580Z
S2986,Senate concurred in the House amendment,Senate,2022-07-25T04:00:00.000Z
S2987,"Text of S2942, printed as amended",Senate,2022-06-30T04:00:00.000Z
S2987,Passed to be engrossed -- see Roll Call #198 (Yeas 32 to Nays 8),Senate,2022-06-30T04:00:00.000Z
S2987,Read; and referred to the committee on House Ways and Means,House,2022-07-07T04:00:00.000Z
S2988,"Text of S2944, printed as amended",Senate,2022-06-30T04:00:00.000Z
S2988,Passed to be engrossed -see Roll Call #194 (Yeas 31 to Nays 9),Senate,2022-06-30T04:00:00.000Z
S2988,Read; and referred to the committee on House Ways and Means,House,2022-07-07T04:00:00.000Z
S2989,Reported from the committee on Senate Ways and Means,Senate,2022-07-07T04:00:00.000Z
S2989,Recommended new text for H4916,Senate,2022-07-07T04:00:00.000Z
S2989,Order relative to subject matter adopted,Senate,2022-07-07T04:00:00.000Z
S2989,"The following amendments were considered as one and adopted: 1, 16, 17, 18, 19, 20, 22, 23, 27, 29, 30, 31, 32, 34, 35, 36, 37, 40, 41, 42, 43, 44, 45, 46, 47, 48, 50, 51, 52, 53, 55, 61, 62, 63, 64, 65, 68, 69, 70, 71, 72, 73, 84, 85, 86, 87, 88, 89, 90, 91, 95, 96, 97, 98, 99, 103, 104, 105, 107, 110, 112, 114, 116, 118, 119, 121, 127, 128, 129, 142, 147, 158, 159, 160, 161, 162, 164, 165, 166, 167, 172, 173, 174, 176, 178, 179, 180, 182, 183, 184, 186, 187, 188, 189, 190, 191, 192, 194, 197, 198, 200, 201, 202, 203, 207, 208, 209, 210, 212",Senate,2022-07-14T15:55:08.447Z
S2989,"The following amendments were considered as one and rejected: 2, 9, 15, 21, 49, 56, 58, 60, 74, 77, 79, 82, 92, 93, 94, 111, 113, 117, 120, 132, 134, 136, 139, 144, 146, 157, 168, 177, 181, 185, 206, 211",Senate,2022-07-14T15:55:30.447Z
S2989,Amendment #5 (Tarr) rejected,Senate,2022-07-14T16:07:29.427Z
S2989,Amendment #3 (Timilty) adopted,Senate,2022-07-14T16:11:34.223Z
S2989,Amendment #149 (Tarr) rejected,Senate,2022-07-14T16:26:45.190Z
S2989,Amendment #213 (Tarr) rejected,Senate,2022-07-14T16:28:35.440Z
S2989,Amendment #175 (Hinds) adopted,Senate,2022-07-14T16:33:43.123Z
S2989,Amendment #163 (Timilty) adopted,Senate,2022-07-14T16:37:12.687Z
S2989,Amendment #196 (Timilty) adopted,Senate,2022-07-14T16:38:42.263Z
S2989,Amendment #152 (Lovely) adopted,Senate,2022-07-14T16:40:46.107Z
S2989,Amendment #39 (Lesser) rejected,Senate,2022-07-14T16:50:29.917Z
S2989,Amendment #33 (Lesser) adopted,Senate,2022-07-14T17:02:36.070Z
S2989,"The following amendments were considered as one and adopted:8, 14, 24, 25, 26, 28, 38, 67, 75, 78, 80, 81, 100, 101, 102, 106, 108, 109, 122, 123, 124, 125, 126, 130, 131, 135, 140, 143, 145, 148, 150, 154, 155, 193, 205, 215",Senate,2022-07-14T19:16:36.180Z
S2989,Amendment #133 (Crighton) adopted,Senate,2022-07-14T19:19:22.117Z
S2989,Amendment #151 (Crighton) rejected,Senate,2022-07-14T19:19:35.790Z
S2989,Amendment #156 (Crighton) adopted,Senate,2022-07-14T19:29:10.067Z
S2989,Amendment #169 (Hinds) rejected,Senate,2022-07-14T19:32:13.223Z
S2989,Amendment #170 (Hinds) rejected,Senate,2022-07-14T19:32:27.897Z
S2989,Amendment #199 (Edwards) adopted,Senate,2022-07-14T19:54:23.313Z
S2989,Amendment #83 (Moran) adopted,Senate,2022-07-14T20:30:45.553Z
S2989,Amendment #4 (Cyr) adopted,Senate,2022-07-14T20:34:27.583Z
S2989,Amendment #7 (Edwards) adopted,Senate,2022-07-14T20:40:17.537Z
S2989,Amendment #204 (DiDomenico) adopted,Senate,2022-07-14T20:42:35.177Z
S2989,Amendment #216.1 (Tarr) adopted,Senate,2022-07-14T21:04:48.997Z
S2989,"Amendment #216 (Crighton) adopted, as amended",Senate,2022-07-14T21:04:53.857Z
S2989,Amendment #76 (Rodrigues) adopted,Senate,2022-07-14T21:05:37.217Z
